comment,entities
"Bu tür kulaklıkların amacı 1) güzel bas 2) dış seslerin izolasyonu. Bu
kulaklık izolasyon konusunda gayet başarılı ancak baslar konusunda
bekleneni vermiyor. Tiz sesler ise gayet net. Öte yandan sesi azamiye
aldığınızda tiz sesler rahatsız edici hatta cızırtılı oluyor. Bu açıdan
parasının hakkını vermiyor. Club, techno, elektronik, rock vb
dinleyenlerde tavsiye etmem","[('1', 'CARDINAL'), ('2', 'CARDINAL'), ('kulaklık izolasyon konusunda', 'ORG'), ('baslar konusunda', 'PERSON'), ('bekleneni vermiyor', 'PERSON'), ('Tiz', 'FAC'), ('cızırtılı oluyor', 'PERSON'), ('Bu açıdan\nparasının', 'PERSON'), ('dinleyenlerde', 'PERSON')]"
Bugün. Aldim. Çok. Mutsuzumtencereyiısıtmadan. Kapaniyor,"[('Aldim', 'PERSON'), ('Mutsuzumtencereyiısıtmadan', 'PERSON'), ('Kapaniyor', 'PERSON')]"
Görüntülü kalitesi beklentileri çok altinda,"[('Görüntülü', 'ORG'), ('çok', 'ORG')]"
"Tek avantaji toz torbasi olmamasi.gereksiz güçlü bi emişi var halılara yapışıp kalıyo,yolluklara yapisiyo kaldiriyo savaşmaktan süpüremiyosun.kollari metal ve agır.hem insani yoruyor hem agir oldugu icin baglanti yerlerinden çikiyor.plastik ve hafif olmaliydi.kullanişli degil.bu yazdiklarim butun supurgeler icin kiriter olmali","[('torbasi', 'ORG'), ('güçlü bi emişi var halılara yapışıp kalıyo', 'ORG'), ('yolluklara', 'GPE'), ('kaldiriyo savaşmaktan', 'PERSON'), ('süpüremiyosun.kollari', 'GPE'), ('yoruyor', 'ORG'), ('kiriter olmali', 'PERSON')]"
Ķesinlikle almayın ön kapak tamamen boyası attı ve hiç bir şekilde değiştiriyorlar alalı daha 2 yıl oldu,"[('Ķesinlikle', 'ORG'), ('alalı', 'ORG'), ('2', 'CARDINAL')]"
Paketleme berbat hızlı kargo,[]
Cok kalıtelı degl ama ıdare eder,[]
"Olumlu yönleri: telefon telefon değil resmen yürüyen teknoloji içind eher şey var donma kasma sorunu yok mükemmel fotğraf deneyimi sunuyor harika geniş güzel kailteli ekranı var mükemmell biraz pahalı ama buna deycek bir para oyun deneyii harika 2 günde akpıma geldi hızlı ve güvenilir adres güvenilir alışveriş, hızlı ve güven veren kargo sayesinde mutlu yüzler","[('telefon değil', 'PERSON'), ('yürüyen teknoloji', 'PERSON'), ('donma kasma', 'PERSON'), ('yok mükemmel', 'PERSON'), ('deneyimi', 'NORP'), ('biraz pahalı', 'ORG'), ('ama buna deycek bir para', 'ORG'), ('harika 2', 'LAW'), ('geldi', 'PERSON'), ('mutlu yüzler', 'PERSON')]"
"Klavyede Türkçe tuşların adı yazmıyor, bazen çalışmadığı olabiliyor. Uygun fiyat ve kablosuz olarak alınabilir, ancak alacak kişinin de pek beklenti içine girmemesi gerekiyor.","[('Klavyede Türkçe', 'PERSON'), ('kablosuz olarak alınabilir', 'PERSON'), ('kişinin de pek beklenti', 'PERSON')]"
"Yılbaşında Media Markt'an aldım.Teslimi Horoz Lojistik, kurulumu Yetkili Servis tarafından yapıldı. Kaliteli bir ürün + BSH Servis desteği. Düşünmeden alın.","[('Horoz Lojistik', 'PERSON'), ('Yetkili Servis', 'PERSON'), ('Kaliteli', 'PERSON'), ('BSH Servis', 'ORG'), ('Düşünmeden alın', 'PERSON')]"
amazzon.con hızlı ve güvenli ürün teslimi için çok teşekkür ederim ürün fiyatına göre çok kaliteli herkeze tavsiye ederim,"[('çok teşekkür', 'PERSON')]"
"Herşey çok iyi malzeme kalitesi konforluğu, ama çekim gücü  daha iyi olabilirdi.  Ama her türlü işimi karşılıyor","[('Herşey', 'ORG'), ('kalitesi konforluğu', 'PERSON'), ('işimi karşılıyor', 'PERSON')]"
"ürün hafif şık kullanışlı bir yapıya sahip fakat ara kablosu çok kısa bu
da aklımda deli sorular oluşturuyor . dizüstü pc si olanlar için
kullaışlı olabilir ama masaüstü için sıkıntı . uzatma kablo ile
çalıştığında güç kaybı ya da hız kaybı yaşanır mı denemedim kasaya
bağlantı sırasında aletin altına birşey koymak gerek sarsıntıda bağlantı
kopuyor. stabil olması gerek . beklediğim bir kalite ile karşılaşmadım .
sonuç hüsran . yoruma bakıp almıştım oysaki.","[('hafif şık kullanışlı', 'PERSON'), ('ara kablosu çok', 'PERSON'), ('dizüstü', 'GPE'), ('uzatma kablo ile\n', 'PERSON'), ('çalıştığında', 'GPE'), ('kaybı ya da hız kaybı yaşanır', 'PERSON'), ('denemedim kasaya', 'PERSON'), ('aletin', 'ORG'), ('stabil olması gerek', 'PERSON'), ('ile karşılaşmadım', 'PERSON'), ('sonuç hüsran', 'PERSON')]"
"Ses kalitesi güzel ama kablosu kısa ,dizüstü bilgisayarın iki tarafına koymak için yetişmiyor bile.","[('ama kablosu kısa', 'PERSON'), ('dizüstü', 'GPE'), ('iki tarafına koymak', 'LAW')]"
"ürün kuruldu ve servis gittikten sonra ilk çalıştırmada sorun olmadı
ancak akşamına lambası çalışmadı servisi aradığımızda lambanın patlamış
olabileceği söylendi 4 gün oldu servisten gelen giden yok henüz. Ancak
sessiz çalışması ve çekişi iyi alınabilir bir davlumbaz.","[('4', 'CARDINAL'), ('yok henüz', 'PERSON')]"
Avantajlar : köpüklü<br />Dezavantajlar : tuşları hassas<br />Çok kullanışlı bir alet. Anneme almıştım. severek kullanıyoruz. tavsiye ederim,"[('severek kullanıyoruz', 'PERSON')]"
görüntü net değil,"[('görüntü', 'PERSON'), ('değil', 'PERSON')]"
Çok iyi bir ürün lezzetli kahve yapiyor herkese tavsiye eferim,"[('Çok', 'PERSON'), ('lezzetli kahve', 'PERSON'), ('herkese', 'NORP')]"
Gayet kullanışlı vede kaliteli fiyatı da cabası (yani uygun tavsiye ederiz.),"[('Gayet kullanışlı vede', 'PERSON')]"
"Sese hassassanız kesinlikle önermem. Çok düşük bir ayarı olmadığı için
en düşükte bile çalışırken gürültülü. Ama soğutuyor mu soğutuyor...","[('Sese', 'NORP'), ('Çok düşük', 'PERSON')]"
Hafızasının yarıdan fazlası dolunca kasıyor. Yavaşlıyor. Bazen sinir bozucu hale gelebiliyor. Şu da var ki bu fiyata bundan iyisi de yok.,"[('dolunca kasıyor', 'PERSON'), ('Yavaşlıyor', 'ORG'), ('fiyata', 'ORG'), ('bundan iyisi de yok', 'PERSON')]"
Dandirik bir ürün tavsiye etmem,[]
"ürünü kullandım emişi süper  tavsiye ederim fakat ürün paketlemesi
duzensiz çok şanslıyım ki sağlam çıktı",[]
"cihazı bluetooth ile bağlamak için konumu da açmanız lazım. cihazın özellikleri iyi adımı hemen hemen doğru ölçüyor, nabız da öyle, saati bileğinizi kaldırıp saate bakar gibi yaptığınız zaman gözüküyor ama alarm için titreşimi 1 tık az kalıyor benim gibi biraz derin uyuyanlar için sıkıntı.","[('ile bağlamak için', 'PERSON'), ('özellikleri', 'NORP'), ('da öyle', 'PERSON'), ('saati bileğinizi kaldırıp', 'PERSON'), ('bakar gibi', 'PERSON'), ('yaptığınız zaman gözüküyor', 'PERSON'), ('için', 'DATE'), ('1', 'CARDINAL'), ('kalıyor benim gibi', 'PERSON')]"
İhtiyacı olana tavsiye ederim.,[]
Ürün aynisi geliyor tek fark sadece kasadaki fanlar fotoda 4tane var bize gelen 2tane ayrica i5 diye atlamayin hemen intel bu urune destek sunmunyor,"[('tek fark sadece kasadaki fanlar', 'ORG'), ('4tane', 'CARDINAL'), ('2tane', 'CARDINAL'), ('diye atlamayin', 'PERSON'), ('intel', 'ORG')]"
"Eş dostta varsa deneyin ,ona göre alın.çok güzel dediler aldım,fırından bi farkı yok bence","[('Eş dostta varsa deneyin', 'PERSON'), ('fırından bi farkı yok bence', 'PERSON')]"
Tv ler icinde ne işi var anlamadim. Kendisi bilgisayr monitörü aslinda sadece. O nedenle fiyati uygun,"[('Kendisi', 'PRODUCT'), ('aslinda', 'ORG'), ('sadece', 'GPE')]"
İlk defa bu markayı aldım. Hızlı gönderildi ve kurulumu hemen yapıldı. Şu anda gayet memnunum.,"[('Hızlı gönderildi', 'PERSON')]"
İsinmasi guzel gayet begendik,[]
Biraz daha sert ve biraz daha mat olsa daha kullanışlı olur diye düşünüyorum yinede fena değil cok sert ve mat urun arayanları memnun etmeye bilir. Saygilar.,"[('Biraz', 'ORG')]"
"hayır beğenmedim fritöz diye yazmışlar pilav pişirme gönderdiler hiç
memnun değilim","[('hayır beğenmedim', 'PERSON')]"
fiyatına 15 TL zam gelmiş bir tane daha alacaktım vazgeçtim.,"[('15', 'CARDINAL'), ('TL', 'ORG')]"
çok kullanışlı salata severler için çok iyi,"[('çok kullanışlı salata severler', 'ORG')]"
Çok fazla sivilcem olmasa da arada tek tük çıkanlar için aldım sivilceler küçük olmasına rağmen etkisi çok az,"[('Çok', 'PERSON'), ('olmasa da', 'ORG')]"
Olumsuz yönleri: bi ay içinde alt birleşim yerinden su kaçırmaya başladı,"[('Olumsuz', 'ORG'), ('yönleri', 'PRODUCT'), ('yerinden su kaçırmaya başladı', 'PERSON')]"
Ürün 24saat icinde kusursuz bir paketlenme ile geldi. Cok memnun kaldık tesekkürler.,"[('24saat', 'CARDINAL'), ('kusursuz bir paketlenme', 'ORG')]"
Genel olarak memnun kalsam da 3.0 özelliği başlangıçta iyi çalışıyorken uzun süreli kullanımda yani birden çok dosya aktarmak veya büyük boyutlu dosya aktarmak gibi uzun süren işlemlerde fazlasıyla ısınıp thermal throttiling dediğimiz olaya düşüyor ve hız çok ciddi oranda düşüyor.,"[('3.0', 'CARDINAL'), ('iyi çalışıyorken uzun', 'PERSON'), ('süreli kullanımda yani', 'PERSON'), ('çok dosya aktarmak veya', 'ORG'), ('büyük boyutlu dosya aktarmak gibi', 'ORG'), ('süren işlemlerde', 'PERSON')]"
"Çok geç ısıtıyor, metal kokusu suya siniyor. Paranıza yazık etmeyin.","[('kokusu suya', 'PERSON')]"
Ürün gerçekten çok iyi kolay kullanım kargo süreside çok kısa beklediğimden kat kat hızlı geldi,"[('çok kısa', 'ORG'), ('beklediğimden kat kat hızlı geldi', 'PERSON')]"
Gönderilen ürün oturmuyor memnun kalmadım bu kadar paraya beklemiyordum teslimat hızlıydı fakat ürün oturmuyor ne yazık ki,"[('Gönderilen', 'PERSON'), ('kadar paraya beklemiyordum', 'PERSON')]"
idare eder ............,[]
"Modem internete bağlanmıyor.TTNET bizde sorun yok,modem aldığınız
firmayla konuşun dedi.Sorunumu nasıl aşarım.teşekkürler.","[('Modem', 'GPE'), ('TTNET bizde', 'PERSON'), ('yok', 'ORG'), ('Sorunumu', 'ORG')]"
"En düşük kademede bile motor sesini alıyorum. Sesli ortamlarda sorun
değil ama sessiz anlarda 😔","[('ama sessiz anlarda', 'ORG'), ('😔', 'ORG')]"
Kalitesiz ürün,"[('Kalitesiz', 'ORG')]"
"Daha uzun bir teslimat süresi verildiği halde ürün çok kısa sürede elime ulaştı. Ancak daha emniyetli paketlenmiş olmasını tercih ederdim. Olası bir yere düşme halinde çok da korunmuş olmayacaktı.
Ürünün görüntüsü ve kalitesi çok güzel. Kablo uzunluğu yeterli. Biraz ağırca ama çok da rahatsız etmedi. Bazı yorumlarda yer alan su sızdırma, akıtma gibi hiç bir sıkıntısı olmadı. Genelde bu tür sızıntılar kullanım talimatları aksine ütü ısınmadan kullanıldığında oluyor. Buhar gücü kuvvetliydi ve sıkıntısız şekilde kırışıklıkları açtı.  
Belki 5 yıldızlı bir üründür ancak çok zaman geçmediği için çok kısa zamanda değerlendirmiş olmak istemedim. Ama şu ana kadar ki deneyimimle başkalarının almasını tavsiye ederim.","[('süresi verildiği halde', 'PERSON'), ('çok kısa sürede elime', 'ORG'), ('Olası', 'PERSON'), ('Ürünün görüntüsü', 'PERSON'), ('kalitesi çok güzel', 'PERSON'), ('Biraz', 'ORG'), ('çok da', 'PERSON'), ('Bazı yorumlarda', 'PERSON'), ('alan su sızdırma', 'PERSON'), ('ısınmadan kullanıldığında', 'PERSON'), ('5', 'CARDINAL'), ('çok zaman geçmediği', 'PERSON'), ('çok kısa', 'ORG'), ('kadar ki', 'PERSON')]"
Avantajlar : boyutları<br />Dezavantajlar : şarj<br />tafsiye ederim  apple,"[('şarj', 'PERSON')]"
"Mağaza çok menfaatperver. Müşteri odaklı değil hiç. Ürünün kutusunu
açtım sadece ve o an hattımın vdsl desteklediğini öğrendim iade etmek
istedim. Jelatini açılmış diye iade kabul etmedi. Hadi haklı diyelim.
İade etmeyi denemek için gerekli işlemleri yapmama fırsat bile vermedi.
Ne olursa olsun bana kargo iade numarası vermek zorunda ki ben de o
numara ile ürünü kargoya verebileyim. Eğer ürün iadeye uygun değilse
yapacağı şey geri göndermek olacaktı altı üstü. Ancak kendisi mevzuat
gereği mecbur olduğu halde bana kargo iade numarası vermeyip hiç zahmete
girmek bile istemedi ki gidip ürünü elden dükkanından teslim aldım,
kargo masrafına bile sokmadım mağazayı. Bu jestime rağmen kendisi beni
bir de telefonla arayıp sadece jelatini açılmış olan ürünün bile
iadesinin mümkün olmadığını hatta iade numarası bile vermeyeceğini
söyledi. Satıcı kesinlikle müşteri memnuniyeti taraftarı değil. Sadece
kutusunu açtım, hiç kullanmadım. İçindeki jelatinler ve katlanmış
kablolar geldiği gibi duruyor. Sıfır olarak daha ucuza satın almak
isteyen ferhatcatalbas@yandex.com üzerinden benimle iletişime geçebilir.","[('Mağaza', 'GPE'), ('Müşteri', 'PERSON'), ('değil', 'PERSON'), ('Ürünün kutusunu\naçtım', 'PERSON'), ('Jelatini', 'NORP'), ('diye', 'GPE'), ('kabul', 'GPE'), ('Ne olursa olsun', 'ORG'), ('numarası vermek zorunda', 'ORG'), ('ki ben de o\nnumara ile', 'PERSON'), ('kargoya', 'NORP'), ('Ancak kendisi', 'PERSON'), ('halde bana', 'ORG'), ('numarası vermeyip hiç zahmete\ngirmek', 'PERSON'), ('elden dükkanından', 'PERSON'), ('masrafına', 'CARDINAL'), ('sadece', 'GPE'), ('jelatini', 'NORP'), ('olan ürünün', 'PERSON'), ('hatta', 'LOC'), ('numarası', 'ORG'), ('müşteri memnuniyeti', 'PERSON'), ('değil', 'PERSON'), ('Sadece', 'GPE'), ('kutusunu açtım', 'ORG'), ('İçindeki', 'GPE'), ('jelatinler', 'PERSON')]"
Kapağı tam oturmadığı için diğer su ısıtıcılarla kıyaslandığında cok daha fazla buhar çıkartıyor ortaya.,"[('Kapağı', 'PERSON'), ('ısıtıcılarla kıyaslandığında', 'PERSON')]"
kaliteli ve çok sessiz bir ürün,"[('kaliteli', 'PERSON'), ('çok sessiz', 'PERSON')]"
"Bileklik sadece şarj süresinin uzun gitmesi konusunda başarılı bence, pek memnun kalmadım ölçümleri yanlış gösteriyor","[('Bileklik', 'ORG'), ('şarj süresinin', 'PERSON'), ('gitmesi konusunda', 'PERSON'), ('pek memnun kalmadım ölçümleri yanlış gösteriyor', 'ORG')]"
Bence cok saglam degil kulp kisimlari zayif ve kapaklari tam oturmuyor.,"[('Bence', 'ORG'), ('kapaklari tam oturmuyor', 'PERSON')]"
küçük bir odada kullancaksanız gerçekten iyi su haznesine su yetiştirmek mesele kumandası fiziksel olarak geldi:),"[('küçük bir', 'PERSON'), ('odada kullancaksanız gerçekten iyi su haznesine su yetiştirmek', 'PERSON'), ('mesele kumandası', 'PERSON'), ('olarak geldi', 'PERSON')]"
Bu ücrete fazla bişey beklemeyin. Bir harfe 1 kere basıyorum 4-5tane çıkıyor falan,"[('1 kere basıyorum', 'QUANTITY'), ('4', 'CARDINAL')]"
göründüğü gibi aynısı çok güzel kargolanmasida iyidi,"[('kargolanmasida', 'PERSON')]"
Cok ıtınalı kargolanmıs bırtek memnun kalmadıgım sey asırı sesli urun guzel temizlemesi kolay TSK trend yol,"[('kargolanmıs', 'NORP'), ('memnun kalmadıgım', 'PERSON'), ('TSK', 'ORG')]"
Çok iyi bir ürün,"[('Çok', 'PERSON')]"
Paketlenmesi kargo hızı gayet iyi ürün sadece beklediğim kalitenin altinda fotoğraf çekimi var anlik anilari kalici hale gelmesi ve bunu aninda size sunmasi Harika,"[('çekimi var anlik', 'PERSON'), ('anilari kalici', 'PERSON'), ('bunu aninda', 'PERSON'), ('Harika', 'ORG')]"
İlk çeyiz alışverişim marka belli gayet güzel,[]
hiç düşünmeden alabilirsiniz motoru çok güçlü ve haznesi çok büyük. Ben çok memnun kaldım,"[('Ben çok', 'PERSON')]"
"Ürün beklediğim gibi gelmedi oldukça dandik duruyor ve ürün hiç sıfır
ürün izlenimi vermiyor  içinden bir şey kırık gibi ses geliyor.","[('izlenimi vermiyor  içinden', 'PERSON')]"
vatan bilgisayardan 139 liraya aldim. kanal değişimi çok geç geliyor. görüntü kalitesi ve kumandası güzel. ısınma problemi var. aldığıma pişmanım açıkçası.,"[('vatan bilgisayardan', 'PERSON'), ('139', 'CARDINAL'), ('liraya aldim', 'PERSON'), ('kanal değişimi çok', 'PERSON'), ('görüntü kalitesi', 'PERSON'), ('kumandası güzel', 'PERSON')]"
"Ürünün parasını ödedim. Sürat kargo ürünü teslim etmeden geri iade
etmiş. Mağdurum.","[('Ürünün', 'NORP'), ('Sürat', 'ORG')]"
"Anneme almıştım, şimdi de düşünmeden kendime aldım. Fiyat-performans açısından oldukça iyi.","[('şimdi de düşünmeden', 'PERSON')]"
Beğendim 👍🏼,"[('Beğendim', 'ORG')]"
"goruntu vermeyen bi anakart yollandi servise gonder guncellesinler dendi
ona gore alin","[('gonder guncellesinler', 'PERSON'), ('dendi\nona gore', 'PERSON')]"
soğutmuyor keainlikle çok kötü yiyecekler bozuluyor içinde,"[('soğutmuyor keainlikle', 'ORG')]"
Ürün güzel ancak sevkiyat süresi uzun. Ayrıca ürünün elektrik kablosu eksik çıktı.,"[('sevkiyat süresi', 'PERSON'), ('ürünün elektrik kablosu eksik', 'PERSON')]"
Ertesi gün kargo göstermesine rağmen 1 gün geç geldi. Ürün geç ısınıyor. Çok bi beklentiniz yoksa idare eder.,"[('Ertesi gün kargo', 'PERSON'), ('1', 'CARDINAL'), ('Çok bi beklentiniz yoksa', 'PERSON')]"
Yorumlara bakarak aldım ve çok memnunum.,"[('çok memnunum', 'ORG')]"
nakliyat biraz sıkıntı da olsa ürün kaliteli ama biraz gürültülü sanırım,"[('nakliyat biraz', 'ORG'), ('biraz', 'ORG')]"
Yaklaşık olarak 3 aydır kullanıyorum. Davlumbaz çekim olarak iyi fakat çok gürültülü çalışıyor. Dokunmatik tuslar bi kac kere bastıktan sonra algılıyor.  Fırın guzel pişiriyor  fakat saat kismi her elektrik kesintisinde sıfırlıyor  tekrar ayarlamak gerekiyor pilli değil.fan çalışırken pişirdiğimiz tüm  hamur işleri  kurumuş ve sert olarak çıkıyor o yüzden  fanli pişirmeyi beğenmedim.ocak olarak çok fazla iz bırakıyor. Döküm olan ızgaralar bulasik makinesinde yikanabiliyor fakat sicrayan yağlar leke yapiyor temizliği çok zorluyor. Genel olarak fiyat performans ürünü diyebilirim.,"[('3', 'CARDINAL'), ('Davlumbaz', 'PERSON'), ('kac', 'ORG'), ('bastıktan sonra algılıyor', 'PERSON'), ('Fırın', 'GPE'), ('işleri', 'LANGUAGE'), ('bulasik', 'GPE'), ('sicrayan yağlar leke yapiyor', 'ORG'), ('temizliği çok zorluyor', 'PERSON'), ('performans', 'NORP')]"
"Kargo hızlıydı, paketleme çok iyiydi.","[('Kargo', 'GPE'), ('paketleme çok', 'PERSON')]"
harika :) tam istediğim gibi küçük ve kuvettili bir çekiş gücü var çeyizim için aldım ve memnun kaldım tam zamanında geldi :) teşekkürler trendyol,"[('memnun kaldım tam', 'ORG'), ('zamanında geldi', 'PERSON')]"
Mouse takılma yapıyor.klavye ile ilgili herhangi bir problem yok.,"[('yapıyor.klavye', 'GPE')]"
Toniği 2 haftadır aynı serinin temizleme jelinden sonra kullanıyorum hemen arkasından da nemlendiricisini sürüyorum. Kullanmaya başladıktan 3-4 gün sonra cildimde belli bölgeleri soymaya başladı. Bu beni başta korkuttu tabii ama madem başladım sonucu görmeden bırakmak istemedim. Özellikle yanaklardaki gözenekli kısımlar soyulmaya başladı. Burundan dudak çevresine inen çizgi şeklinde çukurluğun olduğu bölge baya soyulmaya başladı ve o bölge kızardı. Yani kızarıklık geçmiyor sanki sadece o bölge güneşten yanmış gibi kaldı. Ne kadar nemlendirici sürersem süreyim soyulan kısımlar hep kuru pütür pütür kalıyor. Henüz 2 hafta olduğu için yorumlarım sınırlı. Kızarıklık ve kuruluğun geçeceğini umuyorum,"[('Toniği 2', 'PERSON'), ('haftadır', 'PERSON'), ('jelinden', 'GPE'), ('arkasından da nemlendiricisini', 'PERSON'), ('Kullanmaya', 'ORG'), ('3', 'CARDINAL'), ('madem başladım', 'ORG'), ('Burundan dudak çevresine inen', 'PERSON'), ('olduğu bölge baya', 'ORG'), ('sanki sadece', 'ORG'), ('gibi', 'GPE'), ('nemlendirici sürersem süreyim soyulan', 'PERSON'), ('hep kuru', 'PERSON'), ('pütür kalıyor', 'PERSON'), ('Henüz 2', 'PERSON')]"
